section_id,course_num,tid,class_time,room_no
378092,731858,776028,Monday 06:46,596937
178819,556960,749696,Monday 21:23,833880
754922,950240,111078,Saturday 05:49,976606
120881,493661,943249,Friday 23:12,822309
201735,928384,776028,Tuesday 04:57,684102
616303,778173,414424,Saturday 16:58,471817
129647,888347,414424,Sunday 08:55,796895
988544,347985,369531,Tuesday 01:15,491023
623171,456308,369859,Tuesday 10:31,754033
957579,764617,560632,Monday 21:55,597850
316709,545514,238557,Thursday 09:57,685726
869024,405830,886424,Sunday 01:49,602473
666107,162115,280528,Saturday 07:43,998185
918017,741440,656078,Monday 18:29,138921
283184,231765,749696,Sunday 03:08,308326
730284,661361,389772,Tuesday 03:31,334583
221429,585006,212481,Friday 05:13,250864
355740,723977,357573,Sunday 10:26,191990
937322,626199,258733,Tuesday 03:03,609032
244408,235203,235089,Thursday 21:54,692958
371011,747792,384953,Monday 21:46,360149
218012,753323,289490,Tuesday 18:02,878240
984623,134233,280528,Saturday 17:46,731592
920489,567756,171631,Thursday 16:41,748392
402169,437036,621128,Tuesday 08:37,118688
570338,517185,125287,Thursday 12:00,375777
309271,688300,235089,Friday 18:10,922347
926334,305482,748902,Tuesday 17:15,773715
989141,307611,226654,Thursday 12:00,959544
750317,599227,896167,Thursday 06:06,224111
348451,522939,860381,Sunday 15:43,638092
101195,386918,750426,Tuesday 07:09,186050
215846,125564,365422,Wednesday 22:46,120364
308400,459371,569297,Thursday 12:26,935159
325908,235203,820241,Thursday 01:50,850979
961059,741440,523867,Saturday 19:02,234170
967527,620271,742744,Saturday 21:47,365457
945486,149643,325155,Monday 12:04,122633
248860,668197,278937,Friday 16:13,532154
216259,673607,941225,Wednesday 12:04,627437
901697,147896,893476,Wednesday 20:35,481773
465362,193325,860381,Thursday 22:17,790161
691509,657239,656078,Wednesday 06:51,526587
286880,921730,665844,Sunday 04:09,332536
295324,388786,226654,Saturday 02:04,420210
394299,493385,621128,Tuesday 01:19,171272
133538,840167,523867,Tuesday 23:09,855066
387643,168345,989773,Wednesday 08:51,128004
729323,510835,656078,Tuesday 17:21,187419
926454,674290,508776,Thursday 02:28,310658
827915,272217,569297,Wednesday 00:24,488461
444334,545890,325155,Tuesday 07:41,663378
801408,690466,976925,Friday 10:34,542214
967057,617346,559303,Wednesday 14:54,106877
159764,971242,270544,Friday 02:08,657234
425107,418621,130613,Friday 14:37,335654
800553,638407,226654,Tuesday 11:30,359772
591649,933330,242756,Monday 01:41,283196
900322,218408,997344,Monday 20:18,611440
620770,973435,523867,Sunday 14:20,883147
320092,622053,860381,Monday 14:31,909953
635243,621142,238557,Friday 00:43,324805
202668,576011,742744,Thursday 19:39,968925
134039,431222,289490,Friday 09:22,626075
739131,558179,607040,Sunday 03:48,904747
421974,755083,903310,Friday 00:09,646406
515227,561992,436552,Thursday 01:36,402172
223416,608475,389772,Wednesday 16:59,287794
675130,137098,212481,Monday 16:39,217616
306467,809631,212481,Tuesday 08:53,644948
392659,263556,745646,Monday 07:23,298933
420441,741440,365422,Friday 23:03,996989
751322,690466,976925,Sunday 08:10,192285
126686,560263,236323,Monday 02:01,318228
319489,193325,409003,Saturday 10:55,957323
812374,599450,748902,Monday 11:25,761401
973304,715264,389772,Wednesday 22:26,176924
131752,221243,749696,Sunday 15:40,698567
963400,203254,665844,Monday 06:21,794373
795461,232884,886424,Tuesday 21:45,795257
153696,832162,886424,Monday 11:46,913064
992412,781470,281143,Sunday 14:39,878329
447727,517185,384953,Thursday 08:02,394155
852060,710574,125054,Tuesday 13:24,525358
554224,269648,976925,Sunday 12:39,762497
402844,202870,235089,Wednesday 03:52,728096
176360,123776,953889,Sunday 18:07,807822
874819,465884,436552,Friday 23:13,962496
592219,166438,524866,Sunday 15:35,483874
415358,894785,561720,Sunday 01:51,905467
986862,598854,886424,Saturday 01:00,347597
454956,410361,886424,Wednesday 22:56,178549
497757,269622,409003,Monday 08:34,657175
749247,329406,860381,Wednesday 01:44,234833
508169,675872,441947,Sunday 03:33,234871
503729,926401,508776,Wednesday 07:38,362897
957616,238497,560632,Saturday 10:53,695042
392862,349723,361385,Tuesday 01:30,584264
148402,550543,776028,Sunday 11:50,455703
340835,694933,665844,Thursday 07:33,490303
775446,840025,979141,Sunday 01:30,536311
201712,551420,369531,Tuesday 16:25,434387
375472,840796,714840,Monday 17:17,245068
376918,939954,582120,Saturday 17:44,179938
529668,883381,414424,Tuesday 21:50,539673
426559,241897,893476,Wednesday 13:17,974920
681606,305970,976925,Sunday 21:38,720386
589815,949103,258733,Thursday 12:50,739838
916805,642531,393802,Sunday 14:44,639097
309257,168966,997344,Wednesday 02:01,676143
831850,857709,409003,Wednesday 10:36,795880
523297,688638,953889,Saturday 15:50,776567
216934,780600,212481,Friday 23:09,953473
386136,755083,523867,Wednesday 12:22,375082
708988,382872,941225,Thursday 23:32,249671
915179,157057,941225,Sunday 05:55,899218
110071,497472,171631,Sunday 06:45,814981
124573,502946,280528,Friday 00:51,272465
471634,741534,171631,Thursday 19:40,655277
328511,960711,749696,Monday 12:07,662812
345928,515469,235089,Monday 01:34,230160
941300,433018,561720,Sunday 08:08,571909
419183,474414,896167,Sunday 20:33,228786
493204,368284,588859,Monday 07:48,166485
585224,120762,508776,Tuesday 12:36,530414
902831,110579,714840,Saturday 19:21,736936
906255,245694,582120,Thursday 23:46,234566
897762,474284,523867,Sunday 06:39,947845
577605,394492,886424,Saturday 18:34,411979
566717,720156,409003,Sunday 23:41,452420
314025,135033,230917,Tuesday 05:59,813602
825532,531805,258733,Sunday 07:34,401725
220182,551420,236323,Friday 05:12,126504
864306,112970,283724,Monday 04:07,437643
623491,902105,665844,Friday 23:27,107366
776303,345415,325155,Wednesday 04:04,194561
937466,188636,384953,Thursday 18:04,198104
180486,232884,441947,Monday 16:46,567826
408087,467026,111078,Wednesday 21:32,828076
628418,782984,523867,Tuesday 03:41,926820
466383,888407,473516,Friday 17:52,827320
367153,597918,278937,Friday 02:57,887444
386840,538469,414424,Wednesday 17:57,679392
871131,115039,943249,Sunday 14:03,157255
276522,219858,523867,Friday 15:34,233116
427856,723599,235089,Monday 08:16,205513
913053,465884,979141,Wednesday 01:59,280400
792832,355568,682827,Sunday 17:42,169992
229244,544568,432181,Thursday 05:49,815748
641028,749338,235089,Thursday 00:24,292468
542680,973628,238557,Friday 10:52,587966
116637,434771,475219,Monday 23:38,140773
994224,213266,715093,Wednesday 15:18,328937
870852,221243,432181,Thursday 05:46,281708
820001,924419,886424,Saturday 08:50,453719
852203,193885,561720,Tuesday 13:17,269546
617933,172053,270544,Friday 15:25,746532
358949,250053,523867,Tuesday 19:12,600058
678932,389736,389772,Wednesday 22:45,127420
147504,641795,715093,Thursday 12:11,181586
115080,203254,414424,Wednesday 21:11,268313
339780,185335,325155,Monday 23:11,800192
687083,160376,365422,Tuesday 00:21,125980
577416,571370,242756,Monday 09:06,482234
522045,587028,745646,Saturday 10:18,744631
188231,352025,767986,Sunday 11:46,649295
437689,908571,289490,Saturday 23:22,673421
171730,983794,389772,Saturday 02:36,190294
419689,556771,369859,Friday 10:33,971431
728091,681314,230917,Wednesday 08:39,976215
162969,538230,242756,Saturday 07:32,293505
764852,587028,111898,Monday 12:35,551301
935926,615496,748902,Tuesday 01:42,477133
318268,245694,561720,Monday 01:37,639226
177814,925761,436552,Saturday 12:25,254995
118623,834567,365422,Saturday 12:06,912928
129784,546720,270544,Tuesday 09:19,793800
274241,146945,714840,Monday 22:10,957324
642336,973628,212481,Friday 20:10,567167
401877,524357,714840,Saturday 14:53,307594
877147,900583,226654,Friday 17:42,402304
864391,330730,893476,Sunday 16:13,495845
596168,806605,745646,Sunday 08:57,783553
671957,413946,665844,Sunday 02:55,581977
657505,707108,559303,Wednesday 16:48,375735
101925,887357,393802,Thursday 19:49,163116
226396,251884,569297,Tuesday 09:55,940363
454468,896741,278937,Friday 07:03,310744
162100,674290,997344,Monday 16:15,477502
621733,620098,989773,Sunday 03:41,770634
501237,432161,742744,Thursday 23:00,440437
709056,861861,238557,Wednesday 18:04,820590
587807,275747,860381,Sunday 16:18,639448
808192,474840,469104,Wednesday 06:10,747323
797255,400504,989773,Saturday 10:26,746203
256437,401284,475219,Monday 17:00,320555
999359,112458,475219,Thursday 06:36,498390
556137,359521,560632,Sunday 14:38,304435
680133,146250,750426,Wednesday 15:02,240203
858091,479090,325155,Friday 01:12,212767
275459,440971,278937,Wednesday 05:24,210835
755113,649509,235089,Monday 01:12,192390
364554,325032,270544,Wednesday 20:52,237388
378654,355568,278937,Saturday 14:55,209338
339577,255652,607040,Saturday 16:22,447214
655916,686415,389772,Saturday 20:19,404726
389363,993435,389772,Sunday 15:16,446202
801906,201220,748902,Friday 03:34,518797
219719,171014,820241,Saturday 13:35,575801
914277,120762,441947,Thursday 16:59,499191
977587,485429,432181,Tuesday 10:53,463403
792703,433304,238557,Thursday 03:41,616793
926206,478103,270544,Wednesday 10:42,624407
363488,471523,325155,Sunday 09:45,966671
519427,675228,682827,Thursday 01:47,952177
917462,524357,125287,Sunday 11:00,743724
161100,962117,979141,Thursday 01:38,930229
200863,857709,621128,Friday 10:51,830786
624338,149165,270544,Friday 06:42,994154
589864,731971,745646,Thursday 04:10,220683
584630,104309,469104,Thursday 01:47,988230
559968,205913,943249,Wednesday 03:54,451008
137777,303964,607040,Thursday 23:21,765650
192815,780613,258733,Saturday 07:36,943200
634664,330730,893476,Friday 15:04,232579
187339,617346,111898,Tuesday 19:13,972447
214121,246925,230917,Thursday 18:12,442363
433656,690421,171631,Monday 03:12,621600
134447,314264,767986,Sunday 18:56,304485
324986,965475,369859,Saturday 05:39,432585
588527,596820,569297,Friday 19:33,170393
468092,890489,111898,Monday 20:26,276811
823719,668257,682827,Friday 09:44,457037
949814,814630,607040,Sunday 21:26,953317
836087,108936,941225,Thursday 15:55,358346
821669,590173,621128,Thursday 20:55,925475
478265,887917,230917,Friday 08:47,935610
423468,518955,278937,Saturday 11:21,659619
215543,347985,280528,Wednesday 08:34,882759
650894,745506,524866,Monday 08:25,963890
134376,702640,441947,Friday 21:37,655884
535223,925761,989773,Sunday 12:21,718043
409126,588414,510204,Sunday 21:55,131469
758575,888280,714840,Monday 06:41,824769
940300,117127,238557,Saturday 10:28,859141
990676,688300,280528,Wednesday 15:20,213418
478042,933330,383379,Monday 08:15,584314
805943,224784,361385,Saturday 02:57,874314
657183,326009,283724,Thursday 03:02,162980
688980,150936,656078,Monday 04:42,907142
531382,646313,524866,Thursday 13:16,981877
656475,598092,776028,Saturday 17:52,429427
973480,519809,560632,Thursday 02:35,258892
913115,203933,953889,Monday 09:53,504140
967368,717834,820241,Friday 13:01,740290
319562,612989,510204,Wednesday 20:04,605622
622299,232599,560632,Saturday 19:48,956309
797540,864044,941225,Monday 16:55,828077
454630,217895,230917,Thursday 18:29,147637
637300,236194,130613,Tuesday 02:08,968926
730313,525054,582120,Thursday 05:24,585761
892749,688300,441947,Saturday 21:15,689651
354981,131988,886424,Monday 16:13,409705
340149,387702,383379,Monday 17:20,146158
173914,763151,569297,Sunday 17:37,429303
539869,686228,436552,Saturday 04:08,282704
821381,976022,226654,Sunday 05:59,919414
629538,170907,749696,Wednesday 09:05,759848
215088,526079,893476,Monday 03:01,673152
397755,900583,365422,Tuesday 22:02,712753
690221,837729,469104,Wednesday 02:04,256230
318796,521382,230917,Friday 15:12,880727
958584,630288,125287,Saturday 21:31,731536
864480,101123,510204,Sunday 19:13,437378
251736,973628,414424,Friday 19:17,213390
124826,620271,258733,Thursday 19:12,656658
902447,888407,715093,Wednesday 10:38,402106
714700,134233,607040,Sunday 10:18,333932
367663,434771,569297,Friday 11:35,667780
550717,494005,283724,Tuesday 23:47,199952
938207,789547,130613,Thursday 13:40,747543
221774,648690,325155,Thursday 05:43,385781
923132,871203,235089,Friday 08:11,337502
603037,235203,750426,Sunday 15:23,923483
122505,292734,230917,Thursday 21:04,418253
619743,873381,748902,Monday 16:14,613156
334809,834567,325155,Thursday 19:24,845744
150411,361880,997344,Friday 21:43,789002
263105,400697,238557,Wednesday 09:28,611862
542280,939720,473516,Thursday 14:35,343613
290760,938762,682827,Friday 14:55,799893
116561,109932,414424,Monday 06:49,729920
264484,958944,357573,Thursday 08:14,995049
942769,578983,621128,Monday 01:38,580088
687872,160592,365422,Monday 12:25,415748
406336,960391,508776,Thursday 22:47,211567
772002,778173,384953,Tuesday 09:35,860528
210431,915181,383379,Saturday 19:00,102156
529666,938762,235089,Wednesday 00:50,933315
798591,497062,230917,Wednesday 17:08,412739
371299,603174,469104,Saturday 03:12,376143
984590,973863,230917,Tuesday 10:32,653582
735964,365108,409003,Saturday 20:46,342087
282418,352364,171631,Thursday 02:18,396837
259785,701448,893476,Friday 02:51,553977
144668,836694,258733,Thursday 07:12,841443
883378,661578,976925,Saturday 08:44,937853
160883,180123,475219,Monday 16:49,243580
123987,197398,258733,Thursday 10:10,157600
274211,738191,559303,Monday 19:00,819352
346401,248713,212481,Wednesday 23:13,919420
900723,932880,357573,Thursday 07:26,814337
758892,967591,111898,Friday 10:50,650382
559866,471866,242756,Tuesday 23:10,429714
504417,893885,389772,Sunday 15:49,787758
393186,370813,369531,Thursday 16:42,862978
221075,135033,886424,Friday 17:29,887396
353737,157112,886424,Tuesday 03:45,704925
782079,601142,389772,Tuesday 08:12,802105
142410,435686,270544,Saturday 02:15,678332
506780,900583,859328,Saturday 22:02,357326
218545,928443,742744,Thursday 15:15,619998
139986,790866,524866,Thursday 22:15,883493
137722,599450,561720,Sunday 17:39,186751
528583,721115,714840,Friday 19:18,333203
865498,405673,409003,Tuesday 07:17,809397
252718,319271,111078,Tuesday 10:40,800470
415094,808574,441947,Wednesday 03:42,884956
841417,892341,393802,Monday 17:18,890551
652915,809626,369531,Monday 12:51,255418
246360,849172,365422,Monday 05:43,204063
778236,641400,212481,Monday 15:02,179676
147248,967591,749696,Tuesday 20:05,620969
114975,489433,384953,Thursday 15:56,483697
613585,587432,682827,Saturday 14:03,274867
944273,774990,588859,Saturday 05:25,326772
645487,102428,607040,Monday 21:54,408224
665375,295290,125054,Friday 20:14,243139
475907,531805,976925,Wednesday 18:02,329803
296822,926401,742744,Sunday 06:34,425641
330312,746830,475219,Thursday 12:56,245445
397839,147456,745646,Saturday 22:55,590934
830734,292465,510204,Friday 07:18,722944
706273,680926,325155,Tuesday 18:17,195662
549382,125226,748902,Thursday 21:25,204089
652848,894268,171631,Friday 19:05,911879
545512,120762,621128,Friday 14:29,443848
474693,745304,281143,Sunday 06:09,926290
662527,791925,469104,Thursday 21:35,131362
976039,568069,111898,Wednesday 15:52,300030
957343,383076,750426,Saturday 15:29,640894
109940,205196,125287,Thursday 01:02,788942
829460,814030,212481,Sunday 07:20,803946
195602,717890,989773,Sunday 15:37,861053
187265,622583,745646,Wednesday 02:07,603746
619026,934816,588859,Sunday 05:59,325273
515183,431418,258733,Thursday 19:11,408263
390831,637917,551240,Friday 11:59,298419
624297,599450,283724,Sunday 18:49,640778
526525,825624,369859,Saturday 03:42,324131
883117,545067,469104,Tuesday 12:41,986800
845283,387702,524866,Wednesday 18:10,606320
780187,874875,383379,Wednesday 09:18,425128
664322,674290,560632,Saturday 02:20,220071
221496,844245,473516,Wednesday 10:45,636702
754970,955165,130613,Saturday 08:38,762740
906902,378577,130613,Thursday 13:09,357365
145705,836694,258733,Thursday 01:20,285825
873057,993435,238557,Sunday 20:00,253914
236307,695213,742744,Sunday 20:45,422421
742951,891411,979141,Thursday 08:32,611978
218814,844328,475219,Friday 04:16,131855
312400,440760,893476,Monday 13:20,990616
194112,388786,621128,Friday 22:16,151619
744235,163992,414424,Tuesday 10:37,134953
716114,440760,414424,Monday 23:40,606364
151873,771045,389772,Thursday 18:22,505563
987011,387702,508776,Saturday 23:54,877467
664601,296243,283724,Thursday 11:46,429035
724082,694386,475219,Friday 02:13,189090
586423,699661,510204,Tuesday 02:37,777435
923115,109932,473516,Sunday 05:13,319587
603581,120762,665844,Wednesday 04:15,518333
940518,440595,820241,Wednesday 11:16,689373
920952,952625,749696,Saturday 22:33,404917
802668,742717,230917,Monday 17:06,939662
905928,893885,953889,Wednesday 03:56,473848
726333,578983,715093,Saturday 07:21,328947
417766,813090,859328,Tuesday 17:08,257743
989838,668798,280528,Sunday 05:38,625920
652913,247436,508776,Friday 18:32,562648
629590,232884,886424,Wednesday 22:52,808899
692755,148362,820241,Thursday 09:22,384251
629363,308691,893476,Tuesday 04:16,538775
759788,976871,582120,Sunday 21:09,994685
950958,706531,475219,Friday 03:28,273065
617458,429354,130613,Wednesday 17:54,867410
423573,392372,524866,Monday 05:57,335876
928450,928443,682827,Tuesday 23:46,533003
487287,493526,238557,Friday 15:43,131811
672822,938649,369531,Monday 19:13,911586
641295,961525,896167,Saturday 07:31,293260
302607,746444,242756,Wednesday 16:59,851317
988808,182598,242756,Friday 23:50,314196
207630,694933,953889,Sunday 18:34,771610
235078,347683,436552,Monday 06:09,817809
504237,323234,369531,Monday 20:16,228295
608735,651910,776028,Thursday 02:24,935400
945310,521382,242756,Sunday 05:47,750928
703780,414201,280528,Sunday 07:42,917493
941060,933391,469104,Tuesday 03:24,497837
981769,699740,365422,Friday 22:20,836200
153517,559197,242756,Tuesday 03:34,324533
594849,386918,475219,Monday 22:12,885801
261600,868758,111078,Tuesday 19:39,761679
278912,637454,560632,Sunday 09:16,696654
184306,518789,270544,Monday 05:47,104766
714986,973993,283724,Sunday 01:15,284261
773825,433304,997344,Monday 22:11,777495
380790,317680,941225,Friday 00:44,254396
875487,968803,361385,Thursday 23:18,229670
698219,802597,111898,Friday 22:01,613566
364800,733668,748902,Saturday 06:43,164349
831786,583823,369859,Saturday 11:36,490242
777093,614913,559303,Tuesday 09:18,144599
657628,755083,281143,Tuesday 10:21,709165
516671,984462,441947,Thursday 22:12,762148
213621,334435,953889,Thursday 12:08,972196
872803,558179,238557,Thursday 12:17,774868
754064,405673,441947,Friday 07:39,103178
795442,401284,607040,Sunday 12:29,562893
684648,965475,745646,Thursday 07:29,272966
215775,343498,523867,Saturday 22:35,238221
884583,559965,409003,Tuesday 18:24,438196
382025,437036,238557,Friday 02:50,359157
529867,446650,270544,Monday 11:51,727669
165281,329406,776028,Saturday 17:12,659121
121380,917735,745646,Sunday 11:00,167736
531917,558179,682827,Monday 20:35,610267
653909,118902,524866,Saturday 10:46,385329
673176,754190,767986,Saturday 16:24,757580
343935,498480,742744,Saturday 18:16,899247
277724,873381,226654,Wednesday 21:11,213090
571464,547763,409003,Sunday 19:00,834813
282843,149165,682827,Tuesday 21:17,956496
505890,993239,989773,Wednesday 00:06,860222
779458,885128,569297,Saturday 05:24,526720
443774,723977,325155,Monday 00:31,634099
535032,976022,607040,Monday 12:28,668691
310868,779663,212481,Wednesday 10:48,261506
248342,477662,235089,Wednesday 06:07,319266
338471,734812,997344,Sunday 07:07,903439
411580,971242,278937,Tuesday 15:04,146939
113055,754053,588859,Sunday 14:03,214266
797757,421220,748902,Tuesday 18:02,382205
926758,874299,665844,Thursday 00:03,138175
691675,212123,588859,Saturday 03:11,954579
825213,561992,283724,Monday 16:56,585118
996019,668257,588859,Sunday 02:44,758873
843619,426740,893476,Wednesday 23:01,672820
138820,510243,111078,Tuesday 20:55,646825
991948,228710,280528,Friday 10:57,262016
108094,392372,125287,Tuesday 02:17,429126
258745,801878,278937,Saturday 21:55,228762
118326,556960,559303,Friday 17:55,398207
140077,219472,236323,Saturday 04:03,762671
380657,475269,776028,Friday 12:25,571592
273078,328283,369531,Wednesday 07:38,131579
523354,417261,270544,Sunday 15:55,549258
820377,791925,748902,Monday 07:57,333844
502446,994526,510204,Thursday 07:08,908682
312923,151809,510204,Saturday 20:37,698195
322767,880968,258733,Wednesday 13:35,502270
342633,159474,369531,Friday 16:45,434259
343714,393268,989773,Sunday 13:10,211237
901187,328283,989773,Wednesday 05:35,540339
746466,823919,414424,Monday 14:39,604968
942663,924262,820241,Monday 04:29,559597
391092,840796,749696,Friday 10:53,234694
918264,193325,226654,Monday 17:56,247546
327624,975154,441947,Monday 06:44,342206
203436,669224,776028,Saturday 13:44,832921
940718,108145,979141,Saturday 02:20,804767
252348,133003,886424,Friday 22:58,650110
410001,716932,561720,Thursday 12:44,858435
120754,612371,893476,Tuesday 17:40,753022
133498,494005,283724,Wednesday 11:10,667133
250460,387702,943249,Saturday 04:51,235673
336532,731204,903310,Saturday 02:05,923879
753398,330172,607040,Wednesday 13:21,352150
316461,986168,278937,Tuesday 00:03,859496
476369,860719,409003,Tuesday 19:52,927349
425913,146945,414424,Tuesday 03:53,139484
329289,933330,941225,Wednesday 11:45,790414
265364,340668,369531,Sunday 11:53,777449
861929,316622,212481,Monday 18:44,188052
677014,707262,111898,Monday 22:28,762684
261410,518955,383379,Thursday 13:28,250334
778287,584778,281143,Wednesday 04:15,938099
589853,642531,941225,Tuesday 20:28,459767
160063,388280,369531,Monday 03:50,770280
865272,521635,289490,Sunday 11:55,507123
969126,272217,665844,Saturday 23:24,257387
308175,546720,859328,Wednesday 14:09,839283
163400,393571,432181,Friday 04:26,499217
937964,928384,242756,Friday 16:44,491560
131132,328337,714840,Sunday 20:55,280930
364317,553431,607040,Monday 00:45,494027
696145,702640,860381,Monday 06:40,525238
914202,434310,621128,Saturday 01:12,470909
390655,546720,238557,Wednesday 10:09,156761
635330,802597,767986,Monday 18:38,194012
922566,840796,859328,Saturday 22:04,522102
570328,172053,389772,Sunday 22:28,383501
692413,354422,111078,Thursday 22:52,567752
168352,492789,976925,Thursday 05:34,421304
517989,755083,226654,Sunday 11:23,325745
598615,302530,384953,Wednesday 23:06,899874
613925,208822,859328,Friday 02:02,846751
495024,698078,524866,Monday 16:17,426595
451578,393268,212481,Monday 18:08,745917
614682,734812,235089,Sunday 11:09,990741
416739,714761,369531,Sunday 14:29,125092
338219,599348,111898,Thursday 18:33,886137
339957,915181,820241,Tuesday 15:24,563770
455738,589605,621128,Monday 01:04,987411
481541,478103,242756,Saturday 07:30,896625
144230,918010,441947,Saturday 08:38,770202
644035,235203,270544,Monday 01:20,520933
223523,518789,281143,Wednesday 02:41,653987
569472,771045,820241,Sunday 18:06,737425
696786,171014,369859,Wednesday 15:56,532209
542696,461748,361385,Wednesday 23:00,132386
420420,855496,441947,Monday 13:44,969114
723408,146945,258733,Friday 14:00,598857
462190,597307,361385,Thursday 22:17,617520
317327,500677,230917,Friday 01:16,490979
578672,973863,283724,Friday 09:42,533105
821057,815806,389772,Saturday 19:58,501192
213331,828800,750426,Thursday 22:19,356031
556549,498929,715093,Monday 21:35,184571
749842,538271,441947,Tuesday 13:56,660874
988963,836694,989773,Sunday 06:36,979885
183344,467026,384953,Sunday 11:18,929874
986355,959760,281143,Saturday 08:24,377168
237420,562672,226654,Sunday 16:05,183715
684658,125564,560632,Wednesday 00:07,238049
641724,472937,776028,Sunday 02:29,431932
397069,346717,111078,Friday 15:04,468769
976863,694845,508776,Saturday 15:44,739683
913880,292734,989773,Thursday 18:48,467133
480406,635208,365422,Tuesday 16:17,539060
905692,529574,111078,Thursday 20:36,781211
681456,469106,226654,Wednesday 05:11,647653
643076,887724,976925,Thursday 07:43,697108
180643,273393,238557,Friday 09:15,965401
588396,691491,130613,Wednesday 08:08,252227
762836,978598,230917,Monday 13:37,262599
344802,289272,941225,Monday 10:09,360028
270663,793200,682827,Monday 18:01,950461
931099,394492,242756,Sunday 16:44,821688
680053,246925,226654,Friday 07:43,899975
152895,959760,714840,Sunday 19:24,898625
508716,362443,357573,Wednesday 02:58,574187
842111,719823,893476,Friday 20:33,363793
788850,951404,125287,Tuesday 09:04,970719
958027,421220,230917,Thursday 03:29,584710
221870,727732,441947,Monday 06:03,948824
569332,295619,325155,Friday 07:25,115074
708345,605173,893476,Thursday 02:38,823705
260097,446024,236323,Tuesday 10:55,913460
460365,434771,473516,Monday 15:22,142269
834503,432350,582120,Sunday 16:04,649178
720883,301489,278937,Tuesday 19:28,604690
769878,587846,560632,Monday 06:24,771759
549898,241045,665844,Wednesday 14:14,464005
741687,577018,235089,Wednesday 11:30,917565
128284,919528,473516,Tuesday 18:48,296433
284162,760577,953889,Thursday 19:28,102253
270387,442900,230917,Wednesday 22:29,643521
362822,868341,508776,Monday 21:59,779114
666575,287632,979141,Tuesday 02:08,929633
285706,620990,409003,Saturday 11:01,660240
290509,442350,389772,Friday 20:23,815472
873110,359779,860381,Thursday 22:55,633168
603159,620848,893476,Saturday 05:00,727853
906424,442415,953889,Sunday 05:32,697565
771169,680900,749696,Thursday 07:31,403567
481723,452968,860381,Saturday 13:24,304304
699662,141009,289490,Friday 22:00,187809
727244,329406,125287,Friday 17:56,164903
197555,622583,125287,Wednesday 20:43,549242
854444,781470,473516,Wednesday 12:51,826158
413602,861861,414424,Friday 06:48,636201
941589,432350,745646,Thursday 03:09,267647
522746,524357,750426,Thursday 21:29,573360
203474,691234,365422,Saturday 12:15,263641
926408,977717,369859,Wednesday 12:20,264528
249701,989748,893476,Friday 16:11,265702
575059,546733,561720,Tuesday 23:05,654801
357157,628453,886424,Friday 14:55,387766
103704,463227,860381,Tuesday 01:18,768802
966762,613187,820241,Thursday 09:50,310301
999181,493385,508776,Friday 01:28,230959
718710,348184,896167,Saturday 00:43,268470
743525,516101,656078,Friday 07:10,131063
639496,796947,125287,Saturday 03:30,124706
311584,494204,943249,Wednesday 11:20,943008
887970,721115,665844,Sunday 01:36,317265
123681,880968,383379,Monday 09:19,538110
287607,123776,989773,Saturday 15:59,604220
548766,958022,953889,Wednesday 09:57,201477
233966,191844,776028,Tuesday 11:50,549836
626250,146376,665844,Wednesday 23:00,463231
279691,576011,357573,Wednesday 20:52,346761
296782,372912,436552,Saturday 10:30,821416
890104,494204,607040,Thursday 12:45,603910
250826,337311,389772,Wednesday 03:45,504934
639736,382872,749696,Monday 14:20,700781
215794,925761,742744,Saturday 22:45,568378
365092,599778,283724,Monday 13:05,711856
344273,269648,280528,Thursday 03:20,811795
710994,393268,896167,Monday 11:35,534907
404014,632097,280528,Wednesday 08:26,502813
941681,834608,776028,Sunday 09:52,993964
678622,764617,714840,Wednesday 19:03,372645
631122,649509,560632,Saturday 07:00,466433
561295,163626,524866,Saturday 20:05,554118
269367,205559,508776,Tuesday 03:22,934428
926275,751047,979141,Wednesday 10:43,568196
516433,328337,212481,Friday 16:32,688168
674019,257149,607040,Thursday 05:19,420311
954143,912058,369531,Wednesday 11:39,133927
170156,393571,715093,Wednesday 19:47,868770
791801,870317,125054,Saturday 00:52,237237
953242,376212,365422,Saturday 05:04,173173
188517,850077,776028,Tuesday 23:23,215314
229239,349449,289490,Monday 13:56,737080
961993,674290,125287,Wednesday 09:21,651350
838370,836694,510204,Tuesday 04:31,811782
113492,630288,325155,Thursday 11:43,676954
525733,929665,903310,Friday 19:42,525026
139362,528728,714840,Saturday 04:45,622946
139304,173202,714840,Thursday 03:43,384197
452102,199207,896167,Thursday 19:56,848392
359108,593808,979141,Tuesday 21:50,737217
959074,938649,212481,Tuesday 09:08,409190
323567,305482,325155,Friday 23:19,578055
669164,695835,235089,Wednesday 19:47,226626
939570,174582,473516,Tuesday 11:13,912839
251124,110579,997344,Monday 05:42,152383
208833,555640,389772,Wednesday 09:54,861453
952326,416348,551240,Wednesday 15:56,687868
117372,571139,280528,Friday 06:22,496866
789182,492789,383379,Sunday 10:52,389388
902419,524357,820241,Thursday 23:45,472157
662272,160592,510204,Friday 13:09,859003
146488,292465,289490,Friday 00:58,122239
644075,631285,171631,Monday 20:00,432509
600152,354422,283724,Thursday 18:17,664485
215076,550115,523867,Monday 06:34,109335
379176,674579,715093,Tuesday 15:56,786025
966396,978598,365422,Friday 23:00,274540
320434,833445,559303,Wednesday 10:19,181265
147625,923760,559303,Saturday 21:11,433762
730145,381760,997344,Sunday 20:13,824459
